SoPlex version 4.0.0 [mode: optimized] [precision: 8 byte] [rational: GMP 6.1.2] [githash: 82cab95]
Copyright (c) 1996-2018 Konrad-Zuse-Zentrum fuer Informationstechnik Berlin (ZIB)

int:simplifier = 0
int:scaler = 5
int:readmode = 1
int:solvemode = 2
int:checkmode = 2
real:feastol = 1.00000000e-20
real:opttol = 1.00000000e-20
real:timelimit = 3.00000000e+02

Reading (rational) LP file <Simulation.lp> . . .
Reading took 0.88 seconds.

LP has 16976 rows 21424 columns and 116419 nonzeros.

Initial floating-point solve . . .
Least squares LP scaling

type |   time |   iters | facts |    shift | violation |     obj value 
  L  |    4.1 |   10565 |    53 | 9.16e+01 |  2.85e+00 | 1.52357740e+00
  L  |    4.3 |   10765 |    54 | 9.16e+01 |  5.98e+01 | 1.46475777e+00
  L  |    4.5 |   10965 |    55 | 9.17e+01 |  3.14e+00 | 1.44597155e+00
  L  |    4.6 |   11165 |    56 | 9.17e+01 |  2.05e+01 | 1.37714548e+00
  L  |    4.7 |   11365 |    57 | 9.17e+01 |  1.26e+00 | 1.27519496e+00
  L  |    4.8 |   11565 |    58 | 9.17e+01 |  1.47e+00 | 1.10144276e+00
  L  |    5.0 |   11765 |    59 | 9.17e+01 |  9.98e+00 | 8.23951689e-01
  L  |    5.1 |   11965 |    60 | 9.18e+01 |  2.30e+02 | 5.54477506e-01
  L  |    5.3 |   12165 |    61 | 9.19e+01 |  1.02e+01 | 2.44312135e-01
  L  |    5.5 |   12365 |    62 | 9.20e+01 |  2.28e+01 | 2.12998789e-01
  L  |    5.7 |   12565 |    63 | 9.23e+01 |  1.12e+01 | 1.58445686e-01
 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  E  |    5.9 |   12764 |    65 | 0.00e+00 |  0.00e+00 | 0.00000000e+00
  E  |    5.9 |   12764 |    65 | 0.00e+00 |  0.00e+00 | 0.00000000e+00

Floating-point optimal.
Max. bound violation = 6308786364837735/4611686018427387904
Max. row violation = 6308786364837735/4611686018427387904
Max. reduced cost violation = 0
Max. dual violation = 0
Performing rational reconstruction . . .
Reconstructed solution primal infeasible (1).
Refined floating-point solve . . .

 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |    1.3 |       0 |     1 | 0.00e+00 |  2.99e+01 | 0.00000000e+00
 --- active pricer: Devex
  L  |    1.4 |     195 |     1 | 0.00e+00 |  2.44e+04 | 0.00000000e+00
  L  |    1.6 |     395 |     2 | 6.85e-05 |  4.91e+06 | 4.25861374e-04
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |    1.7 |     565 |     3 | 4.57e-04 |  3.04e+06 | -9.39568740e-03
  L  |    1.8 |     600 |    11 | 0.00e+00 |  2.99e+01 | 0.00000000e+00
  L  |    1.9 |     747 |    11 | 0.00e+00 |  2.42e+05 | 0.00000000e+00
  L  |    2.0 |     946 |    12 | 4.18e-07 |  2.22e+05 | 4.07900928e-06
  L  |    2.1 |    1146 |    13 | 4.19e-07 |  1.53e+03 | 4.03038897e-06
Caught exception <Basis is singular (numerical troubles, feastol = 1e-09, opttol = 1e-11)> while solving real LP.

Numerical troubles during floating-point solve.
Turning off preprocessing.

  L  |    0.0 |       0 |     1 | 0.00e+00 |  1.46e+09 | 0.00000000e+00
  L  |    0.0 |     137 |     2 | 0.00e+00 |  1.72e+09 | 0.00000000e+00
  L  |    0.0 |     337 |     3 | 0.00e+00 |  1.63e+09 | 0.00000000e+00
  L  |    0.0 |     537 |     4 | 0.00e+00 |  1.60e+09 | 0.00000000e+00
  L  |    0.0 |     737 |     5 | 0.00e+00 |  1.78e+09 | 0.00000000e+00
  L  |    0.0 |     937 |     6 | 0.00e+00 |  2.01e+09 | 0.00000000e+00
  L  |    0.0 |    1137 |     7 | 0.00e+00 |  1.50e+09 | 0.00000000e+00
  L  |    0.0 |    1337 |     8 | 0.00e+00 |  1.13e+09 | 0.00000000e+00
  L  |    0.1 |    1537 |     9 | 0.00e+00 |  1.26e+09 | 0.00000000e+00
  L  |    0.1 |    1737 |    10 | 0.00e+00 |  1.41e+09 | 0.00000000e+00
  L  |    0.1 |    1935 |    11 | 2.39e-07 |  1.11e+09 | 0.00000000e+00
  L  |    0.1 |    2135 |    12 | 2.39e-07 |  8.22e+08 | 0.00000000e+00
  L  |    0.1 |    2335 |    13 | 9.89e-05 |  1.13e+09 | 4.43495994e+00
  L  |    0.1 |    2535 |    14 | 9.89e-05 |  7.79e+08 | 4.20586925e+00
  L  |    0.2 |    2734 |    15 | 9.89e-05 |  7.84e+08 | 3.70635958e+00
  L  |    0.2 |    2927 |    16 | 9.93e-05 |  6.97e+08 | 3.16523900e+00
  L  |    0.2 |    3127 |    17 | 1.00e-04 |  4.89e+08 | 3.05612564e+00
  L  |    0.2 |    3323 |    18 | 1.01e-04 |  8.43e+08 | 2.27603665e+00
  L  |    0.3 |    3523 |    19 | 1.03e-04 |  3.15e+08 | 2.47947145e+00
  L  |    0.3 |    3722 |    20 | 1.06e-04 |  8.00e+08 | 2.29577968e+00
  L  |    0.4 |    3919 |    21 | 1.34e-04 |  5.34e+08 | 8.33503725e-01
  L  |    0.4 |    4118 |    22 | 1.60e-04 |  1.68e+09 | 2.05611083e+00
  L  |    0.4 |    4317 |    23 | 2.38e-04 |  5.39e+12 | 3.88229826e+00
  L  |    0.5 |    4517 |    24 | 2.52e-04 |  7.67e+08 | 4.58836432e+00
  L  |    0.5 |    4716 |    25 | 2.89e-04 |  8.34e+08 | 7.79739350e+00
  L  |    0.6 |    4914 |    26 | 3.27e-04 |  7.02e+08 | 1.12714583e+01
  L  |    0.6 |    5113 |    27 | 3.66e-04 |  4.29e+08 | 1.13183577e+01
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |    0.7 |    5312 |    28 | 4.49e-04 |  3.21e+08 | 7.10335316e+00
  L  |    0.7 |    5511 |    29 | 4.70e-04 |  2.37e+10 | 2.19234990e+00
  L  |    0.8 |    5711 |    30 | 4.70e-04 |  2.52e+10 | 2.19234990e+00
  L  |    0.8 |    5911 |    31 | 4.70e-04 |  3.45e+10 | 2.19234990e+00
  L  |    0.9 |    6111 |    32 | 4.70e-04 |  6.10e+09 | 2.19234990e+00
  L  |    0.9 |    6311 |    33 | 4.70e-04 |  4.25e+10 | 2.19234990e+00
  L  |    1.0 |    6511 |    34 | 4.70e-04 |  4.95e+10 | 2.19234990e+00
  L  |    1.0 |    6711 |    35 | 4.70e-04 |  1.63e+11 | 2.19234990e+00
  L  |    1.1 |    6911 |    36 | 4.70e-04 |  6.27e+08 | 2.19234990e+00
  L  |    1.1 |    7111 |    37 | 4.70e-04 |  6.58e+08 | 2.19234990e+00
  L  |    1.2 |    7311 |    38 | 4.70e-04 |  3.16e+08 | 2.19234990e+00
  L  |    1.2 |    7511 |    39 | 4.70e-04 |  8.74e+08 | 2.19234990e+00
  L  |    1.3 |    7711 |    40 | 5.05e-04 |  2.72e+08 | 2.33507685e+00
  L  |    1.4 |    7910 |    41 | 6.44e-04 |  2.39e+09 | 7.51716235e+00
  L  |    1.4 |    8108 |    42 | 7.24e-04 |  5.65e+08 | 9.12357223e+00
  L  |    1.4 |    8307 |    43 | 7.80e-04 |  1.16e+10 | 8.10517117e+00
  L  |    1.5 |    8507 |    44 | 7.89e-04 |  4.33e+08 | 7.92564591e+00
  L  |    1.6 |    8706 |    45 | 9.86e-04 |  1.52e+08 | 9.34600875e+00
  L  |    1.7 |    8903 |    46 | 1.19e-03 |  4.51e+08 | 8.40630209e+00
  L  |    1.7 |    9098 |    47 | 1.60e-03 |  1.55e+08 | -2.15006068e+00
  L  |    1.8 |    9298 |    48 | 4.61e-03 |  1.22e+09 | 3.94409187e+01
  L  |    1.9 |    9498 |    49 | 4.87e-03 |  2.77e+08 | 4.11405853e+01
  L  |    2.0 |    9698 |    50 | 5.27e-03 |  2.58e+08 | 4.61934972e+01
  L  |    2.0 |    9897 |    51 | 5.47e-03 |  2.84e+08 | 4.40374375e+01
 --- initializing steepest edge multipliers
 --- active pricer: SteepEx
  L  |    2.7 |   10097 |    52 | 5.84e-03 |  8.91e+08 | 5.43880975e+01
  L  |    2.9 |   10297 |    53 | 5.94e-03 |  3.90e+08 | 4.83901545e+01
  L  |    3.0 |   10497 |    54 | 6.01e-03 |  5.15e+11 | 4.58687563e+01
  L  |    3.1 |   10697 |    55 | 6.01e-03 |  4.79e+08 | 4.55162992e+01
  L  |    3.2 |   10897 |    56 | 6.08e-03 |  1.36e+09 | 3.73372098e+01
  L  |    3.4 |   11097 |    57 | 6.13e-03 |  7.30e+09 | 3.54481728e+01
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |    3.5 |   11297 |    58 | 6.13e-03 |  3.34e+10 | 3.54462977e+01
  L  |    3.6 |   11497 |    59 | 6.13e-03 |  2.05e+11 | 3.54377774e+01
  L  |    3.8 |   11697 |    60 | 6.13e-03 |  9.98e+10 | 3.54075602e+01
  L  |    3.9 |   11897 |    61 | 6.13e-03 |  2.90e+07 | 3.50595029e+01
  L  |    4.1 |   12097 |    62 | 6.17e-03 |  3.10e+07 | 3.14244339e+01
  L  |    4.2 |   12297 |    63 | 6.17e-03 |  4.70e+08 | 2.47691333e+01
  L  |    4.4 |   12497 |    64 | 6.21e-03 |  2.09e+09 | 2.02443650e+01
  L  |    4.6 |   12697 |    65 | 6.23e-03 |  1.44e+09 | 1.51810515e+01
  L  |    4.8 |   12897 |    66 | 6.30e-03 |  6.41e+14 | 7.82226366e+00
  L  |    5.0 |   13086 |    67 | 6.36e-03 |  1.58e+08 | 5.79218988e+00
  L  |    5.2 |   13279 |    68 | 6.50e-03 |  8.24e+06 | 5.66312358e+00
  L  |    5.4 |   13467 |    69 | 6.62e-03 |  3.65e+07 | 5.51442446e+00
  L  |    5.6 |   13653 |    70 | 6.76e-03 |  9.16e+07 | 4.30085967e+00
  L  |    5.8 |   13836 |    71 | 6.94e-03 |  1.90e+07 | 1.65437620e+00
  L  |    6.0 |   14019 |    72 | 7.16e-03 |  6.79e+06 | 1.80691449e+00
  L  |    6.1 |   14199 |    72 | 7.30e-03 |  2.76e+05 | 1.71809446e+00
  L  |    6.3 |   14375 |    73 | 7.55e-03 |  1.50e+06 | 1.63073757e+00
  L  |    6.5 |   14550 |    74 | 7.78e-03 |  3.15e+05 | 1.46261312e+00
  L  |    6.7 |   14721 |    75 | 8.21e-03 |  7.43e+05 | 1.24854851e+00
  L  |    6.9 |   14890 |    76 | 9.71e-03 |  1.22e+06 | -3.82483018e+00
  L  |    7.0 |   14970 |    76 | 2.10e-02 |  3.12e+05 | 7.01797644e+01
  L  |    7.2 |   15062 |    77 | 2.71e-02 |  3.47e+05 | -2.77897474e+00
  L  |    7.3 |   15143 |    77 | 7.67e-02 |  7.07e+04 | -2.28256108e+01
  L  |    7.5 |   15216 |    78 | 3.25e-01 |  1.11e+02 | 1.98960239e+02
  L  |    7.6 |   15280 |    78 | 3.43e-01 |  1.22e+03 | 1.82776944e+02
  L  |    7.7 |   15360 |    78 | 5.23e-01 |  1.55e+02 | 1.64877231e+02
  L  |    7.9 |   15432 |    79 | 1.75e+00 |  2.84e+02 | 1.47592337e+02
  L  |    8.0 |   15529 |    79 | 3.22e+00 |  1.93e+05 | 5.12922689e+02
  L  |    8.2 |   15595 |    79 | 4.57e+00 |  2.45e+04 | -9.49939871e+01
  L  |    8.3 |   15669 |    80 | 7.17e+00 |  1.46e+04 | -2.04581294e+02
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |    8.4 |   15730 |    80 | 8.66e+00 |  2.65e+04 | 1.80512758e+03
  L  |    8.6 |   15798 |    80 | 9.65e+00 |  8.10e+04 | 1.06710012e+03
  L  |    8.7 |   15843 |    81 | 1.07e+01 |  2.45e+04 | 5.93759829e+02
  L  |    8.8 |   15884 |    81 | 1.12e+01 |  1.24e+04 | 3.10352789e+02
  L  |    8.9 |   15949 |    81 | 1.37e+01 |  3.88e+06 | 5.17040312e+03
  L  |    9.0 |   16001 |    81 | 1.41e+01 |  9.73e+00 | 4.51584407e+03
  L  |    9.1 |   16043 |    82 | 1.44e+01 |  5.82e+00 | 4.50886212e+03
  L  |    9.2 |   16096 |    82 | 1.60e+01 |  2.79e+00 | 8.38873023e+03
  L  |    9.3 |   16170 |    82 | 2.12e+01 |  3.28e+06 | 8.38741100e+03
  L  |    9.4 |   16211 |    83 | 2.31e+01 |  9.33e-02 | 1.18193189e+04
  L  |    9.6 |   16265 |    83 | 2.65e+01 |  2.10e+05 | 8.12605279e+03
  L  |    9.7 |   16305 |    83 | 3.10e+01 |  1.02e+07 | 2.56795095e+03
  L  |    9.8 |   16349 |    83 | 3.41e+01 |  3.51e+06 | -5.75743485e+03
  L  |    9.9 |   16380 |    83 | 3.48e+01 |  6.84e+06 | -3.51290594e+04
  L  |   10.1 |   16418 |    84 | 3.67e+01 |  1.58e+06 | -9.49380445e+04
  L  |   10.2 |   16452 |    84 | 9.81e+01 |  3.82e+07 | -1.32725722e+06
  L  |   10.3 |   16491 |    84 | 1.54e+02 |  5.07e+07 | -1.34713550e+06
  L  |   10.4 |   16529 |    84 | 1.84e+02 |  5.23e+07 | -1.35809114e+06
  L  |   10.6 |   16567 |    84 | 2.87e+02 |  5.48e+07 | -1.51633426e+06
  L  |   10.7 |   16605 |    84 | 2.05e+05 |  1.20e+11 | -3.56689054e+10
 --- initializing steepest edge multipliers
  L  |   10.8 |   16608 |    92 | 0.00e+00 |  1.46e+09 | 0.00000000e+00
  L  |   10.8 |   16802 |    93 | 0.00e+00 |  4.03e+09 | 0.00000000e+00
  L  |   10.8 |   17002 |    95 | 0.00e+00 |  3.16e+09 | 0.00000000e+00
  L  |   10.8 |   17202 |    96 | 0.00e+00 |  1.81e+09 | 0.00000000e+00
  L  |   10.9 |   17402 |    97 | 0.00e+00 |  1.52e+09 | 0.00000000e+00
  L  |   10.9 |   17602 |    98 | 0.00e+00 |  2.27e+09 | 0.00000000e+00
  L  |   11.0 |   17802 |    99 | 1.35e-06 |  3.88e+09 | 9.63169846e-02
  L  |   11.1 |   18002 |   100 | 2.15e-06 |  4.04e+09 | 1.08144077e-01
  L  |   11.2 |   18202 |   101 | 2.46e-06 |  2.03e+09 | 1.09840193e-01
  L  |   11.3 |   18402 |   102 | 2.66e-06 |  2.49e+09 | 1.15650334e-01
  L  |   11.4 |   18602 |   103 | 2.74e-06 |  1.30e+09 | 8.71544303e-02
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |   11.4 |   18802 |   104 | 2.79e-06 |  1.53e+09 | 6.26068994e-02
  L  |   11.4 |   19002 |   105 | 2.79e-06 |  1.41e+09 | 4.43743152e-02
  L  |   11.5 |   19202 |   106 | 2.94e-06 |  3.00e+08 | 2.99820753e-02
  L  |   11.7 |   19402 |   107 | 3.16e-06 |  1.03e+12 | 2.50358104e-02
  L  |   11.8 |   19602 |   108 | 3.35e-06 |  6.98e+11 | 2.03692472e-02
  L  |   12.0 |   19802 |   109 | 3.52e-06 |  1.47e+12 | 1.82903076e-02
  L  |   12.1 |   20002 |   110 | 3.74e-06 |  5.81e+08 | 1.81829745e-02
  L  |   12.3 |   20202 |   111 | 3.89e-06 |  8.97e+08 | 1.82614497e-02
  L  |   12.4 |   20402 |   112 | 4.03e-06 |  3.02e+09 | 1.74117106e-02
  L  |   12.6 |   20602 |   113 | 4.15e-06 |  1.25e+11 | 1.70208926e-02
  L  |   12.7 |   20802 |   114 | 4.35e-06 |  2.27e+10 | 1.67778671e-02
  L  |   12.8 |   21002 |   115 | 4.49e-06 |  5.38e+06 | 1.55093519e-02
  L  |   13.0 |   21202 |   116 | 4.51e-06 |  3.70e+10 | 1.22885700e-02
  L  |   13.1 |   21402 |   117 | 4.51e-06 |  3.09e+10 | 1.08813909e-02
  L  |   13.2 |   21602 |   118 | 4.51e-06 |  9.37e+08 | 1.08200494e-02
  L  |   13.3 |   21802 |   119 | 4.51e-06 |  3.94e+08 | 1.07916400e-02
  L  |   13.5 |   22002 |   120 | 4.51e-06 |  2.81e+08 | 1.06983352e-02
  L  |   13.6 |   22202 |   121 | 4.51e-06 |  5.11e+07 | 1.05961740e-02
  L  |   13.8 |   22402 |   122 | 4.51e-06 |  4.08e+07 | 1.05329769e-02
  L  |   14.0 |   22602 |   123 | 4.53e-06 |  8.31e+07 | 1.04474044e-02
  L  |   14.1 |   22801 |   124 | 3.71e-05 |  3.83e+08 | 9.44972403e-03
  L  |   14.3 |   23001 |   125 | 7.49e-05 |  1.49e+08 | 9.40185788e-03
  L  |   14.4 |   23200 |   126 | 1.01e-04 |  5.76e+11 | 8.34023570e-03
  L  |   14.6 |   23398 |   127 | 1.12e-04 |  4.65e+10 | 7.32487227e-03
  L  |   14.7 |   23596 |   128 | 1.42e-04 |  3.17e+08 | -8.24466695e-03
  L  |   14.8 |   23794 |   129 | 1.73e-04 |  6.02e+07 | -1.76244151e-02
  L  |   15.0 |   23993 |   130 | 1.84e-04 |  9.91e+11 | -3.11644942e-02
  L  |   15.1 |   24188 |   131 | 2.17e-04 |  5.00e+08 | 1.55743654e-02
  L  |   15.2 |   24365 |   131 | 2.58e-04 |  1.04e+09 | 1.16870380e-02
  L  |   15.4 |   24556 |   132 | 3.00e-04 |  2.51e+05 | 1.12418873e-02
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |   15.5 |   24739 |   133 | 3.19e-04 |  3.80e+05 | 1.06235995e-02
  L  |   15.7 |   24930 |   134 | 3.60e-04 |  9.79e+04 | 1.06741540e-02
  L  |   15.8 |   25121 |   135 | 3.62e-04 |  9.95e+05 | 1.01094098e-02
  L  |   16.0 |   25305 |   136 | 3.94e-04 |  5.73e+03 | 9.98954121e-03
  L  |   16.1 |   25487 |   137 | 4.36e-04 |  4.77e+06 | 8.83953832e-03
  L  |   16.3 |   25666 |   138 | 4.86e-04 |  4.85e+06 | 2.37663159e-03
  L  |   16.4 |   25845 |   139 | 5.36e-04 |  2.55e+05 | -3.36752365e-03
  L  |   16.6 |   26023 |   140 | 8.21e-04 |  2.57e+05 | -1.17825245e-01
  L  |   16.7 |   26163 |   140 | 2.20e-03 |  2.01e+07 | -9.54997156e+00
  L  |   16.9 |   26254 |   141 | 2.57e-01 |  3.00e+04 | 1.68134243e+02
  L  |   17.0 |   26410 |   142 | 4.35e-01 |  2.06e+05 | 1.97719615e+02
  L  |   17.2 |   26541 |   142 | 7.40e-01 |  2.30e+06 | 3.45101850e+02
  L  |   17.3 |   26682 |   143 | 9.14e-01 |  1.35e+06 | 2.30303743e+02
  L  |   17.4 |   26807 |   144 | 1.02e+00 |  2.33e+04 | 1.77198782e+02
  L  |   17.5 |   26867 |   144 | 1.03e+00 |  2.12e+04 | 1.17262113e+02
  L  |   17.7 |   26964 |   144 | 1.14e+00 |  2.12e+05 | 6.78383345e+01
  L  |   17.8 |   27107 |   145 | 1.33e+00 |  9.78e+04 | 1.08603255e+01
  L  |   18.0 |   27235 |   146 | 1.62e+00 |  1.07e+06 | 6.68061386e+01
  L  |   18.1 |   27325 |   146 | 1.78e+00 |  4.98e+05 | -2.71291800e+01
  L  |   18.2 |   27425 |   147 | 1.83e+00 |  9.57e+04 | -1.32217983e+02
  L  |   18.4 |   27526 |   147 | 2.17e+00 |  1.13e+04 | -2.96714342e+02
  L  |   18.5 |   27616 |   148 | 2.36e+00 |  4.93e+04 | 1.98106597e+02
  L  |   18.6 |   27667 |   148 | 2.54e+00 |  4.96e+04 | 7.36109645e+01
  L  |   18.7 |   27722 |   148 | 2.69e+00 |  1.07e+05 | 7.84756112e+02
  L  |   18.8 |   27765 |   148 | 2.77e+00 |  1.07e+05 | 4.63168792e+02
  L  |   18.9 |   27840 |   149 | 3.18e+00 |  4.01e+04 | 8.50186090e+01
  L  |   19.0 |   27888 |   149 | 3.28e+00 |  4.01e+04 | -2.73187122e+02
  L  |   19.1 |   27946 |   149 | 3.31e+00 |  1.33e+05 | -4.98092561e+02
  L  |   19.2 |   28035 |   150 | 3.74e+00 |  9.85e+04 | -9.03985927e+02
  L  |   19.3 |   28104 |   150 | 4.24e+00 |  1.44e+04 | -1.16960464e+03
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |   19.4 |   28156 |   150 | 4.51e+00 |  1.58e+04 | -1.19616237e+03
  L  |   19.6 |   28200 |   151 | 4.75e+00 |  7.85e+01 | -1.21410440e+03
  L  |   19.7 |   28253 |   151 | 5.02e+00 |  9.95e+00 | -1.28268071e+03
  L  |   19.8 |   28318 |   151 | 5.10e+00 |  1.26e+01 | -1.30434034e+03
  L  |   19.9 |   28382 |   152 | 5.46e+00 |  5.07e+00 | -1.30614193e+03
  L  |   20.0 |   28427 |   152 | 5.90e+00 |  6.37e+03 | -1.31210912e+03
  L  |   20.1 |   28472 |   152 | 6.70e+00 |  6.60e+00 | -1.31343524e+03
  L  |   20.2 |   28524 |   152 | 8.29e+00 |  2.76e+00 | -1.92594053e+03
  L  |   20.3 |   28575 |   152 | 1.02e+01 |  7.24e-01 | -2.29456525e+03
  L  |   20.4 |   28623 |   153 | 1.08e+01 |  1.94e-01 | -2.29892264e+03
  L  |   20.5 |   28674 |   153 | 1.24e+01 |  9.99e-02 | -2.91323876e+03
  L  |   20.6 |   28726 |   153 | 1.63e+01 |  3.06e+03 | 1.45553867e+03
  L  |   20.7 |   28777 |   154 | 2.28e+01 |  1.94e-02 | 6.99241786e+03
  L  |   20.8 |   28824 |   154 | 2.71e+01 |  1.52e+06 | 3.55065832e+02
  L  |   20.9 |   28861 |   154 | 3.07e+01 |  1.88e+06 | -1.52147684e+04
  L  |   21.0 |   28901 |   154 | 3.27e+01 |  2.91e+06 | -3.94589841e+04
  L  |   21.1 |   28940 |   154 | 3.37e+01 |  1.06e+07 | -6.10121258e+05
  L  |   21.2 |   28973 |   154 | 3.88e+01 |  1.59e+07 | -6.10282461e+05
  L  |   21.4 |   29008 |   155 | 6.15e+01 |  3.94e+07 | -2.21048819e+06
  L  |   21.5 |   29044 |   163 | 7.16e+03 |  3.30e+09 | -4.71774618e+08

Increasing Markowitz threshold.
Switching scaling.

 --- initializing steepest edge multipliers
 --- initializing steepest edge multipliers
  L  |    0.0 |       0 |     3 | 0.00e+00 |  1.46e+09 | 0.00000000e+00
 --- active pricer: Devex
  L  |    0.1 |     198 |     4 | 0.00e+00 |  1.71e+09 | 0.00000000e+00
  L  |    0.1 |     398 |     5 | 0.00e+00 |  1.67e+09 | 0.00000000e+00
  L  |    0.1 |     598 |     6 | 0.00e+00 |  1.54e+09 | 0.00000000e+00
  L  |    0.1 |     798 |     7 | 0.00e+00 |  1.83e+09 | 0.00000000e+00
  L  |    0.1 |     998 |     8 | 0.00e+00 |  2.06e+09 | 0.00000000e+00
  L  |    0.1 |    1198 |     9 | 0.00e+00 |  1.76e+09 | 0.00000000e+00
  L  |    0.1 |    1398 |    10 | 0.00e+00 |  1.68e+09 | 0.00000000e+00
  L  |    0.1 |    1598 |    11 | 0.00e+00 |  1.42e+09 | 0.00000000e+00
  L  |    0.1 |    1798 |    12 | 0.00e+00 |  1.37e+09 | 0.00000000e+00
  L  |    0.1 |    1998 |    13 | 4.49e-06 |  1.04e+09 | 7.77672833e-01
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |    0.1 |    2198 |    14 | 4.49e-06 |  1.24e+09 | 6.42315435e-01
  L  |    0.1 |    2398 |    15 | 4.49e-06 |  6.18e+08 | 6.10738364e-01
  L  |    0.1 |    2595 |    16 | 4.49e-06 |  9.91e+08 | 4.61969874e-01
  L  |    0.2 |    2795 |    17 | 4.49e-06 |  8.06e+08 | 4.64622346e-01
  L  |    0.2 |    2993 |    18 | 4.52e-06 |  8.39e+08 | 3.59797615e-01
  L  |    0.2 |    3193 |    19 | 4.59e-06 |  7.90e+12 | 3.78899933e-01
  L  |    0.3 |    3392 |    20 | 4.81e-06 |  7.93e+12 | 2.79015393e-01
  L  |    0.3 |    3592 |    21 | 4.90e-06 |  1.32e+09 | 2.64039389e-01
  L  |    0.3 |    3791 |    22 | 5.36e-06 |  3.09e+09 | 2.62741835e-01
  L  |    0.4 |    3991 |    23 | 5.36e-06 |  3.34e+09 | 2.62741835e-01
  L  |    0.4 |    4191 |    24 | 5.37e-06 |  5.62e+11 | 2.62747544e-01
  L  |    0.5 |    4391 |    25 | 5.40e-06 |  7.51e+10 | 2.49733917e-01
  L  |    0.5 |    4591 |    26 | 5.42e-06 |  2.94e+11 | 2.49733917e-01
  L  |    0.6 |    4791 |    27 | 6.06e-06 |  1.17e+09 | 4.14814823e-01
  L  |    0.7 |    4991 |    28 | 6.65e-06 |  6.07e+08 | 4.27529261e-01
  L  |    0.7 |    5191 |    29 | 7.03e-06 |  4.10e+08 | 4.12411568e-01
  L  |    0.8 |    5389 |    30 | 8.02e-06 |  1.07e+09 | 3.75727758e-01
  L  |    0.8 |    5582 |    31 | 9.50e-06 |  5.08e+08 | 3.08912167e-01
  L  |    0.9 |    5781 |    32 | 1.19e-05 |  9.56e+08 | 4.20332115e-01
  L  |    1.0 |    5980 |    33 | 6.51e-05 |  3.61e+08 | 6.97561234e-01
  L  |    1.0 |    6180 |    34 | 6.60e-05 |  6.92e+08 | 7.54524024e-01
  L  |    1.1 |    6377 |    35 | 7.55e-05 |  2.12e+12 | 7.53929942e-01
  L  |    1.2 |    6577 |    36 | 7.55e-05 |  3.75e+11 | 7.53929942e-01
  L  |    1.3 |    6777 |    37 | 7.57e-05 |  4.84e+08 | 7.53233427e-01
  L  |    1.4 |    6977 |    38 | 7.59e-05 |  2.42e+08 | 7.53233427e-01
  L  |    1.5 |    7177 |    40 | 7.59e-05 |  3.47e+10 | 7.53233427e-01
  L  |    1.6 |    7377 |    42 | 7.59e-05 |  2.40e+11 | 7.53233427e-01
  L  |    1.7 |    7577 |    43 | 7.59e-05 |  2.49e+11 | 7.53233427e-01
  L  |    1.8 |    7777 |    44 | 7.60e-05 |  1.11e+09 | 7.53233427e-01
  L  |    1.9 |    7976 |    46 | 1.65e-04 |  2.55e+08 | 2.12820807e+00
type |   time |   iters | facts |    shift | violation |     obj value 
  L  |    2.0 |    8176 |    47 | 3.26e-04 |  1.24e+08 | 3.00558683e+00
  L  |    2.1 |    8371 |    48 | 5.01e-04 |  1.05e+09 | 6.84113721e+00
  L  |    2.2 |    8567 |    49 | 7.88e-04 |  2.68e+08 | 6.75584880e+00
  L  |    2.2 |    8766 |    50 | 1.00e-03 |  1.53e+08 | 1.92469598e+01
  L  |    2.3 |    8963 |    51 | 1.33e-03 |  3.03e+08 | 1.74687172e+01
  L  |    2.5 |    9162 |    52 | 1.73e-03 |  1.61e+09 | 4.50135767e+01
  L  |    2.6 |    9357 |    53 | 1.93e-03 |  2.08e+08 | 4.54400112e+01
  L  |    2.7 |    9544 |    54 | 2.31e-03 |  1.44e+08 | 2.46071875e+01
  L  |    2.8 |    9727 |    55 | 2.72e-03 |  1.88e+08 | 1.04275127e+01
  L  |    2.9 |    9917 |    56 | 2.87e-03 |  1.08e+10 | 2.11213659e+01
 --- initializing steepest edge multipliers
 --- active pricer: SteepEx
  L  |    3.6 |   10117 |    57 | 3.14e-03 |  2.45e+13 | 3.14003326e+01
  L  |    3.8 |   10317 |    58 | 3.19e-03 |  2.53e+13 | 3.14003327e+01
  L  |    4.0 |   10517 |    59 | 3.25e-03 |  2.11e+13 | 3.14003327e+01
  L  |    4.1 |   10717 |    60 | 3.30e-03 |  3.44e+13 | 3.14003327e+01
  L  |    4.3 |   10917 |    61 | 3.34e-03 |  3.28e+13 | 3.14003328e+01
  L  |    4.5 |   11116 |    62 | 3.52e-03 |  7.11e+13 | 3.06849514e+01
  L  |    4.6 |   11316 |    63 | 3.60e-03 |  3.15e+13 | 3.06849516e+01
